"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1975-Q4",117.227002175525,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1976-Q1",119.890685556701,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1976-Q2",118.708576347207,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1976-Q3",116.239872174904,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1976-Q4",113.769721048252,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1977-Q1",113.861997992467,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1977-Q2",111.420563750862,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1977-Q3",109.206957489151,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1977-Q4",107.346235955605,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1978-Q1",106.15590506008,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1978-Q2",105.492699741531,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1978-Q3",98.8808017875006,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1978-Q4",96.529776249127,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1979-Q1",95.2041999850992,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1979-Q2",93.6467717939886,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1979-Q3",92.9981495442362,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1979-Q4",92.7958662241886,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1980-Q1",93.561171771765,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1980-Q2",91.8620509342751,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1980-Q3",93.2493076143766,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1980-Q4",90.3607553956697,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1981-Q1",94.4296438011247,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1981-Q2",94.7946739503221,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1981-Q3",94.4700524312746,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1981-Q4",95.2007907305145,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1982-Q1",97.5305016350054,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1982-Q2",97.7558548121866,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1982-Q3",98.0213668038504,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1982-Q4",98.7103759120701,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1983-Q1",102.033372924091,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1983-Q2",103.293320247158,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1983-Q3",105.793476428477,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1983-Q4",106.59799160283,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1984-Q1",109.752125576724,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1984-Q2",108.493289039239,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1984-Q3",108.474444103931,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1984-Q4",105.824100652431,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1985-Q1",106.172509197419,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1985-Q2",103.604338623588,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1985-Q3",103.494917475116,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1985-Q4",103.138756142837,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1986-Q1",103.680541300865,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1986-Q2",102.106141691455,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1986-Q3",100.821889898068,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1986-Q4",98.9613764939054,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1987-Q1",99.8146132500841,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1987-Q2",101.295306800625,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1987-Q3",102.730717452509,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1987-Q4",106.694385139001,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1988-Q1",118.018768821749,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1988-Q2",125.206262693145,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1988-Q3",131.261144705314,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1988-Q4",141.0260036894,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1989-Q1",149.970837675974,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1989-Q2",145.545318000646,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1989-Q3",143.628926913718,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1989-Q4",136.631301101002,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1990-Q1",132.396796774994,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1990-Q2",130.798167096272,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1990-Q3",129.585001631323,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1990-Q4",123.920547588809,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1991-Q1",113.222667039548,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1991-Q2",109.71088869212,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1991-Q3",104.550574939029,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1991-Q4",99.2257367279236,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1992-Q1",97.5153764803703,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1992-Q2",93.154994507684,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1992-Q3",86.1815592072135,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1992-Q4",82.3467417630128,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1993-Q1",79.8623070999228,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1993-Q2",79.756856799963,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1993-Q3",82.4361631271942,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1993-Q4",87.1689042538494,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1994-Q1",90.1859959801817,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1994-Q2",90.9754226337673,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1994-Q3",89.6214850308008,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1994-Q4",86.0889910736916,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1995-Q1",82.9234182423261,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1995-Q2",81.0549421850421,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1995-Q3",80.221098924641,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1995-Q4",80.1068391551312,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1996-Q1",81.5703188374189,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1996-Q2",84.5006695147447,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1996-Q3",87.2052242758338,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1996-Q4",88.2850924161617,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1997-Q1",91.2909298596932,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1997-Q2",92.1555045275729,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1997-Q3",92.4307839277484,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1997-Q4",94.1747927457655,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1998-Q1",95.9497825788542,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1998-Q2",96.2362038927107,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1998-Q3",96.4557287867831,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1998-Q4",95.8823233643039,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1999-Q1",93.5534639430079,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1999-Q2",98.0041404165987,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1999-Q3",97.3034700127766,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","1999-Q4",96.6072831735491,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2000-Q1",93.2841274799287,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2000-Q2",98.308219383883,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2000-Q3",94.9953430038851,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2000-Q4",96.3003143665996,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2001-Q1",93.0121724649969,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2001-Q2",88.1025000678926,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2001-Q3",90.245114303157,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2001-Q4",91.0388146246975,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2002-Q1",89.3160160679405,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2002-Q2",94.6617688987515,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2002-Q3",92.6070969809278,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2002-Q4",91.1839137683922,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2003-Q1",92.870874599723,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2003-Q2",92.2125969557994,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2003-Q3",94.2186166473343,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2003-Q4",94.3923059474765,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2004-Q1",97.1856743208566,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2004-Q2",95.2799918682451,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2004-Q3",97.5055306863504,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2004-Q4",95.9480058975686,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2005-Q1",101.551123038861,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2005-Q2",99.4876260767294,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2005-Q3",101.902489868858,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2005-Q4",105.47522147973,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2006-Q1",102.635990213262,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2006-Q2",107.920396105458,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2006-Q3",104.844959812373,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2006-Q4",107.000453453963,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2007-Q1",106.167701034895,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2007-Q2",106.213967784888,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2007-Q3",105.802134367768,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2007-Q4",106.316314198873,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2008-Q1",105.02697301045,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2008-Q2",101.963799954047,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2008-Q3",102.498615792755,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2008-Q4",97.2410383601773,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2009-Q1",101.648111026227,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2009-Q2",99.5134257966361,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2009-Q3",99.5621454600397,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2009-Q4",102.395985147433,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2010-Q1",102.48731487694,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2010-Q2",103.049001040749,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2010-Q3",103.719734228802,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2010-Q4",102.814114410876,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2011-Q1",102.625683786514,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2011-Q2",103.030818760063,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2011-Q3",103.702962370686,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2011-Q4",101.79888451628,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2012-Q1",104.528645822476,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2012-Q2",101.807509724003,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2012-Q3",102.355493057071,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2012-Q4",103.789487826605,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2013-Q1",101.697594665789,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2013-Q2",101.919136823393,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2013-Q3",102.647763171722,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2013-Q4",102.520962799526,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2014-Q1",102.692415592877,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2014-Q2",101.710928017953,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2014-Q3",100.695162534747,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2014-Q4",100.067531991041,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2015-Q1",100.454448506931,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2015-Q2",99.6659920159828,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2015-Q3",99.6802858154006,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2015-Q4",100.199273661686,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2016-Q1",99.4591281541061,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2016-Q2",99.6382253883038,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2016-Q3",101.085993390998,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2016-Q4",99.130819971871,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2017-Q1",98.6941392005457,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2017-Q2",99.3678321921457,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2017-Q3",98.3135017907248,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2017-Q4",100.195063542831,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2018-Q1",97.4887937346787,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2018-Q2",98.047583522052,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2018-Q3",97.7495544495073,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2018-Q4",97.2395105291958,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2019-Q1",97.5410570649027,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2019-Q2",95.0359249650893,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2019-Q3",95.2067673662613,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2019-Q4",95.4011982039873,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2020-Q1",95.2029715891323,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2020-Q2",98.0128237429422,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2020-Q3",97.2428190903792,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2020-Q4",96.6776519825012,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2021-Q1",98.0411656795925,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2021-Q2",98.7645092536829,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2021-Q3",98.8263747453156,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2021-Q4",99.5313397811131,
"FIN","HOUSECOST","PRICEINCOME","IDX2015","Q","2022-Q1",99.0743231638082,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1970-Q1",53.3221756617714,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1970-Q2",53.0388587006202,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1970-Q3",53.6269327414819,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1970-Q4",54.1428875168579,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1971-Q1",53.4447451536783,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1971-Q2",51.8694827302136,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1971-Q3",50.5287716326919,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1971-Q4",50.6669025906992,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1972-Q1",52.6152135642082,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1972-Q2",53.0425791761443,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1972-Q3",54.4511677400582,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1972-Q4",56.3117696868038,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1973-Q1",58.7553769641259,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1973-Q2",61.0697263430519,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1973-Q3",57.9590671316081,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1973-Q4",58.7500592844915,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1974-Q1",58.26773564887,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1974-Q2",58.0335196903613,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1974-Q3",57.3154427666933,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1974-Q4",55.3994437846215,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1975-Q1",54.0442660015648,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1975-Q2",52.9596018682927,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1975-Q3",52.822612340933,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1975-Q4",53.2822029277469,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1976-Q1",53.1232499424584,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1976-Q2",53.6620437195842,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1976-Q3",54.1460031066935,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1976-Q4",53.7638359972167,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1977-Q1",53.2826161733796,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1977-Q2",52.2898968545596,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1977-Q3",50.5915985978496,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1977-Q4",49.8025622654736,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1978-Q1",49.5674517142251,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1978-Q2",49.914790755085,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1978-Q3",49.4404456042039,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1978-Q4",50.768595881511,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1979-Q1",48.9661621739572,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1979-Q2",48.9786361868002,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1979-Q3",49.8017779297413,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1979-Q4",50.8082220246266,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1980-Q1",51.5277027419238,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1980-Q2",53.1680924879409,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1980-Q3",53.0580419011025,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1980-Q4",51.0218465872419,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1981-Q1",51.3644316848559,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1981-Q2",51.7817114726987,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1981-Q3",52.0631394777376,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1981-Q4",52.026218125966,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1982-Q1",53.4837652724866,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1982-Q2",53.2214324252703,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1982-Q3",54.6453090536517,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1982-Q4",57.807151360987,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1983-Q1",59.7150695257662,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1983-Q2",60.30270582053,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1983-Q3",62.0993674431572,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1983-Q4",64.0182018498001,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1984-Q1",64.454242422694,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1984-Q2",64.487041131848,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1984-Q3",65.8938724667647,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1984-Q4",65.323839131445,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1985-Q1",65.6569515140369,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1985-Q2",65.9521604169313,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1985-Q3",66.0906724888187,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1985-Q4",65.7674797225754,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1986-Q1",66.9551711485372,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1986-Q2",67.0937011924207,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1986-Q3",68.1904880194871,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1986-Q4",69.4571444292565,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1987-Q1",69.369543207392,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1987-Q2",72.5052777844492,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1987-Q3",74.8956316799839,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1987-Q4",77.9072574412772,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1988-Q1",83.5024667579419,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1988-Q2",88.1653875197664,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1988-Q3",93.0093227319402,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1988-Q4",99.4713887500552,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1989-Q1",102.960235153154,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1989-Q2",100.946116757762,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1989-Q3",97.6402304319775,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1989-Q4",92.6796535079033,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1990-Q1",89.2028967467355,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1990-Q2",88.0131027093816,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1990-Q3",87.9537769398731,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1990-Q4",85.23933130804,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1991-Q1",78.9458587374999,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1991-Q2",77.5104118104911,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1991-Q3",74.8234001723661,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1991-Q4",71.8672285963229,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1992-Q1",69.9030814183468,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1992-Q2",67.0285132848846,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1992-Q3",62.2324812987108,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1992-Q4",59.7151107020106,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1993-Q1",58.5712286971405,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1993-Q2",59.0699152228337,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1993-Q3",61.1773443244244,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1993-Q4",64.6051359061114,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1994-Q1",64.8330469822376,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1994-Q2",64.9909522092908,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1994-Q3",63.663877416572,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1994-Q4",62.5971659571191,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1995-Q1",62.4575581308401,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1995-Q2",61.7819382204919,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1995-Q3",61.38720313841,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1995-Q4",61.2452274275581,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1996-Q1",61.8338142467852,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1996-Q2",64.0685589038369,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1996-Q3",66.4634911886191,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1996-Q4",68.479541042662,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1997-Q1",72.0521990467772,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1997-Q2",73.1185107375927,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1997-Q3",74.4217936806606,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1997-Q4",75.7606959850815,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1998-Q1",76.7621451177965,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1998-Q2",77.909833691723,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1998-Q3",79.3727721291784,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1998-Q4",80.365383859716,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1999-Q1",80.8502722149168,
"FIN","HOUSECOST","PRICERENT","IDX2015","Q","1999-Q2",82.0470052646785,
